dividera|argue about,talk back and forth, discuss 
division|division,&amp;quot;one of the four rules of arithmetic&amp;quot; 
division|division,battalion 
djungel|jungle,law of the jungle 
djup|deep,a deep well 
djup|deep,a deep breath 
djup|deep,low 
djup|depth,at a depth of three metres 
djupfrysa|deep freeze,quick freeze 
djup:sinnig|deep,profound 
djupt|deep,deeply 
djupt|deeply,deeply split 
djur|animal,wild animals 
djurriket|animal kingdom,the group of natural objects including animals 
djäkel|devil 
djäkla|darn 
djäkla|darn,what luck! 
djäklar|darn,damn it!, hell! 
djärv|brave,bold 
djävel|bugger,bastard 
djävla|bloody, damn, goddamned 
djävla|bloody, damn, goddamned 
djävlar|goddamn! 
djävlig|bloody, (goddamn, goddamned [US]) 
djävligt|bloody,(goddamned [US]) 
djävul|fiend,devil 
doa|sing doo-wop,doo-wop chorus 
dobbel|gaming,gambling 
dobbleri|gambling,gaming 
docent|senior lecturer,(associate professor [US]) 
dock|yet, nevertheless, still; however 
docka|puppet,dummy 
docka|dock,floating dock 
docka|dock,haul or guide into dock; come into dock 
doft|fragrance,odour 
dofta|smell (pleasant, sweet) 
dog|died 
dogm|dogma,an authoritative tenet or principle, prescribed doctrine 
dogmatisk|dogmatic,exaggerating the application of dogmas 
doja|shoe 
doktor|physician,doctor 
doktor|doctor,doctor of philosophy (PhD) 
doktorera|study for one&amp;#39;s doctor&amp;#39;s degree,prepare for the degree of doctor 
doktrin|doctrine,a principle or principle advocated or taught as true 
dokument|document,a historical document 
dokumentation|documentation,substantiation through the provision of documents 
dokumentera|to document,Amnesty International is documenting the junta&amp;#39;s use of terror 
dokumentär|documentary,documentary (film) 
dold|concealed,hidden 
dolde|concealed,hid 
doldis|(little-known) obscure person, 
dolk|dagger,a kind of knife 
dollar|dollar,banknote or coin used in the United States (and some other countries) 
dolt|concealed,hidden 
dom|them 
dom|judgment, sentence, decree, verdict 
dom|cathedral 
domare|judge; referee, umpire 
domar:ring|stone circle,a circle of stones placed in position during the Iron Age 
domdera|shout and swear,go on 
domedag|doomsday,day of final judgment, some remote point in the future 
dom:herre|bullfinch,the finch Pyrrhula pyrrhula 
dominera|dominate; domineer, hold the upper hand 
domino|domino,a kind of game played with flat rectangular blocks whose face is divided into two equal parts 
dom:kapitel|(cathedral) chapter,the governing body of a diocese 
dom:kraft|jack,a tool used for lifting cars, etc., off the ground 
dom:kyrka|cathedral,cathedral organist 
domna|get benumbed,go to sleep 
domna av|lose consciousness,feel faint 
dom:prost|dean,the head of a cathedral chapter 
dom:saga|judicial district,rural judicial circuit 
dom:slut|verdict,judgment 
dom:stol|court (of law),try before a court of law 
domän|domain,crown lands 
domänadress|domain address 
don|gear,kit 
donation|donation 
donera|donate,the artist donated the painting to the museum 
dop|baptism,baptismal name 
dopa|give (administer) drugs,dope 
dop:funt|baptismal font,a large christening bowl standing on a pedestal 
dopp|dip,take a dip 
dopp|(roll [US]) [dunked in coffee],bun 
doppa|dip,dunk in coffee 
doppare:dagen|Christmas Eve,Christmas Eve, the day on which bread is &amp;quot;dipped in the pot&amp;quot; and eaten as the traditional beginning of the Christmas festivities 
dopping|grebe,a waterfowl 
dos|dose,a strong dose of morphine 
dosa|tin,box 
doserings:anvisning|dosage directions,&amp;quot;Advice on how to take a medicine. Forms for dosage directions are available at the chemist&amp;#39;s in many languages. If you need advice in your own language, the staff will be able to fill in the appropriate form.&amp;quot; 
dossier|file,dossier 
dotter|daughter,niece 
dotter:bolag|subsidiary,company owned by another company (the parent company) 
dov|muffled,dull 
dov:hjort|fallow deer 
Downs syndrom| 
drabba|hit,befall 
drabbning|battle; encounter, action 
drack|drank 
drag|stroke,line 
drag|feature,haggard features 
drag|trait,characteristic 
drag|stroke,move 
drag|trolling spoon,lure 
drag|draught, (draft [US]) 
dragen|tipsy 
drager|draw,extract 
dragg|grapnel, grappling iron 
dragga|drag 
drag:hjälp|help (from a pacemaker), (pacesetter [US]) 
dragig|draughty,(drafty [US]) 
dragit|drew,extracted 
drag:kamp|tug-of-war 
drag:kedja|zipper 
dragning|drawing,draw 
dragning|inclination,attraction 
dragning|tinge,blue with a tinge of green 
dragning|dribbling 
dragnings:kraft|attractive force,gravity 
dragon|tarragon 
drag:plåster|drawing card,strong attraction 
drag:spel|accordion 
drake|dragon,the dragon&amp;#39;s gold 
drake|kite,fly a kite 
drama|drama,the shot triggered the bloody drama 
dramatik|drama,the book is full of suspense and drama 
dramatisera|dramatize 
dramatisk|dramatic,dramatic cuts in the health-care sector 
draperi|drapery 
dra|pull,pull down the blind 
dra|haul,haul a cart 
dra|leave,go 
dra|draw,extract 
dra|draw,draw up guidelines (for) 
dra|be draughty,there&amp;#39;s a draught from the window 
dra|use,consume 
dra av|deduct,you can deduct the cost of work clothes on your tax return 
dra igång|get (sth.) going 
dra in|abolish,take away 
dra in|cut down,reduce 
dra sig|be slow,lose (time) 
dra sig|hesitate,be unwilling 
dra ut|drag on,the ceremony dragged on 
dra åt|tighten,tighten one&amp;#39;s belt (&amp;quot;start to live more frugally&amp;quot;) 
dras med|be burdened with,suffer from 
drastisk|drastic,drastic measures 
dregla|dribble, drool 
dreja|throw,potter&amp;#39;s wheel 
dress|attire 
dressera|train,a well-trained dog 
dressing|salad dressing 
drev|drove, carried on; operated, ran 
drev|battue,beat 
dribbla|dribble 
dribbling|dribbling 
dricka|drink,lemonade, soda 
dricka|drink,drink water 
dricka|drink,I neither smoke nor drink 
dricks|tip,is the tip included? 
dricks:peng|gratuity 
dricks:vatten|drinking water 
drift|operation,put into operation 
drift|urge,instinct 
drift|joking,the book is a rollicking satire of bureaucracy 
drift|get adrift,young people adrift in society 
driftig|enterprising,energetic 
drill|drill 
drill|trill,warble 
drilla|warble,the lark is warbling 
drilla|drill,put a football team through its paces 
drill:borr|drill 
drink|drink,mix a drink 
drista sig|venture,he ventured to ask a question 
driva|drift,snowdrift 
driv:bänk|forcing bed,hotbed 
drive|drive,propaganda campaign 
drive-in-|drive-in,drive-in movie 
driven|experienced,practised 
driven|knock about, hang around, (&amp;quot;loiter&amp;quot;) 
driva|drive,drive the cattle to the barn 
driva|carry on,operate 
driva|joke with,tease 
driva|drift,wander about 
driva fram|spur,impel 
driva igenom|force through,the union forced its demands through 
driva upp|step up,prices rose steeply 
driv:hus|hothouse,greenhouse 
drivit|carried on,run 
driv:kraft|driving force,external or internal force that propels sth. or sby 
driv:medel|fuel 
drog|drew, extracted 
drog|drug,drugged 
dromedar|dromedary 
dropp|drip,IV, dropping bottle 
dropp|intravenous drip, IV 
droppa|drip,the ceiling is leaking 
droppa|add drops,add some drops of lemon juice to the sauce 
droppe|drop,not a drop 
droska|cab,cab owner 
drottning|queen,Queen Elizabeth of England 
drottning|queen,queen bee 
drottning|queen 
drottning:sylt|raspberry and blueberry jam 
drucken|drunk 
druckit|drunk 
drulle|fool,clodhopper 
drummel|oaf,fool 
drunkna|drown,the sound of the flute was drowned in the noise of the traffic 
drunkning|drowning,drowning accident 
drupit|dripped 
druva|grape 
druvsocker|dextrose 
dryck|drink,strong (alcoholic) drinks 
dryfta|discuss,talk over 
dryg|ample,more than 
dryg|economical,the flour goes a long way 
dryg|overbearing, heavy 
dryg|haughty,pompous 
drygt|amply,over one million tonnes 
drypande|soaked,dripping 
drypa|drip,the moisture is running down the walls 
drypa av|slink away,leave 
dråp|manslaughter,homicide and manslaughter 
dråplig|screamingly (killingly) funny,a screamingly funny story 
dråp:slag|staggering blow,death-blow 
dråsa|tumble,he tumbled to the floor 
dräglig|tolerable,a tolerable existence 
dräkt|costume,dress 
dräkt|suit,shall I wear a suit or a dress? 
dräktig|pregnant 
dräktighet|tonnage,gestation 
drälla|strew,scatter 
drälla|teem,the stairway is teeming with people 
drälla|hang around,he just hangs around all day long 
drämma till|wallop,she walloped him with a piece of wood 
dräng|farmhand 
dränka|drown,drown oneself 
dränka|steep,impregnate 
dräpande|crushing,a devastating reply 
dräpa|slay,kill without premeditation 
dräpa av|crush,render [sby] speechless 
dröja|hesitate,please wait a moment! 
dröja|take (a long) time,the answer was a long time in coming 
dröjs:mål|delay,without delay (&amp;quot;immediately&amp;quot;) 
dröm|dream,last night I had a strange dream 
drömmare|dreamer 
drömma|dream,I would never have dreamed it (was like that) 
drönare|drone 
dröp|dripped 
drös|drove,mass 
du|you,have you got the book? 
dua|be on familiar terms with,say &amp;quot;du&amp;quot; to (use the familiar form of address) 
dubb|stud,ice prod 
dubba|dub,children&amp;#39;s films are all too rarely dubbed into Swedish 
dubba|stud,studded tyres 
dubba|dub 
dubbel|double,double hamburger 
dubbel:bottnad|with a false bottom 
dubbel:bottnad|ambiguous 
dubbel:gångare|doppelganger,double 
dubbel:moral|double standard(s of morality) 
dubbelt|double,doubly 
dubbla snedstreck|double slanting lines 
dubbla|double,the players doubled the stake 
dubblera|duplicate,double 
dubblett|double,duplicate; flat or apartment having two (connected) rooms 
ducka|duck 
duell|duel,debate between leaders of political parties 
duett|duet 
duffel|duffle coat 
duga|be adequate,be suitable 
dugg|not a bit (&amp;quot;not at all&amp;quot;) 
dugga|drizzle,it&amp;#39;s drizzling 
dugg:regn|drizzle 
duglig|capable,competent 
dugt|done,been adequate 
duk|cloth,tablecloth 
duk|screen,on the silver screen 
duka|lay, (set [US]) the table 
duka under|succumb,the expedition succumbed to starvation and illness 
duka upp|serve up,invent 
duktig|good,capable 
dum|stupid,stupid 
dum|nasty,naughty 
dumbom|fool,he&amp;#39;s no fool 
dum:burk|(goggle)box, (boob tube [US]) 
dum:dristig|rash,foolhardy 
dumhet|stupidity,thoughtlessness 
dumma sig|make a fool of oneself,have I made a fool of myself again? 
dumpa|dump 
dumpa|dump,dump a good 
dun|down,eiderdown 
dunder|rumble,rumble of guns 
dundra|rumble,the thunder is rumbling 
dunge|copse,grove 
dunk|thump,a slap on the back 
dunk|drum,can 
dunk|throb,the dull throb of a fishing boat 
dunka|throb,the wheels pound the rails 
dunka|pound,he pounded him heartily on the back 
dunkel|dim,a dark night 
duns|thud 
dunsa|thud,fall heavily 
dunsta|evaporate,the water evaporated in the heat 
duo|duo,duet 
dupera|dupe,the art swindler deceived his customers with his charming manner 
duplicera|duplicate,copy a written composition 
dur|major,minor 
durk|flooring 
durkdriven|accomplished,practised 
durkslag|colander,pour the spaghetti into a colander 
dus|live riotously 
dusch|shower, showerhead 
dusch|shower,cold shower, dash of cold water 
duscha|shower 
duscha|shower,sprinkle 
dussin|dozen,a full dozen 
dust|tussle,clash 
duva|dove,pigeon 
duv:unge|young pigeon,he wasn&amp;#39;t born yesterday 
dvala|lethargy,torpor 
dvs.|i.e. 
dvärg|dwarf 
dy|sludge,mire 
dy:blöt|soaking wet 
dyft|not a bit (&amp;quot;not at all&amp;quot;) 
dygd|virtue,make a virtue of necessity 
dygd|chastity,virtue 
dygn|day (and night),24-hour period 
dykare|diver,caisson disease, the bends 
dyka|dive 
dyka upp|turn up,emerge 
dykt|dived 
dylik|such,in such cases 
dyn|dune,sand dune 
dyna|cushion 
dynamisk|dynamic,a dynamic leader 
dynamit|dynamite,blow up with dynamite 
dynamo|dynamo 
dynasti|dynasty 
dynga|dung,talk rubbish 
dyning|swell 
dyr|dear,expensive 
dyrbar|precious,expensive 
dyrgrip|article of great value 
dyrk|skeleton key,picklock 
dyrka|pick,the thief is picking the lock 
dyrka|idolize,worship different gods 
dyr:köpt|hard-earned,dearly bought 
dysenteri|dysentery 
dyster|depressing,gloomy 
dyster|drab,dreary 
då|then, at that time 
då|then,you&amp;#39;d better go, then 
då|when,when I came home, the door was closed 
dåd|crime,exploit 
dålig|bad,feel bad (out of sorts) 
dålig|bad,poor 
dålighet|wickedness,badness 
dåligt|poorly,it&amp;#39;s going badly 
dån|rumble,roar of a motor 
dåna|roar,the cannon salute thundered over the Strömmen 
dåre|fool,madman 
dåsa|doze 
dåsig|drowsy 
dåvarande|then,former 
däck|cassette (tape) deck 
däck|deck,go up on deck 
däck|(tire [US]),tyre 
dägg:djur|mammal 
dämma|dam,dam 
dämpa|moderate, reduce 
dänga till|hit,bang 
där|there,all over 
där|where,where the house was, there is now a motorway 
däran|be in a bad way (&amp;quot;be seriously injured or sick&amp;quot;) 
därborta|over there 
därefter|afterward,then 
däremot|on the other hand,however 
därför|so, for that reason 
därhän|that far,leave sth. hanging (&amp;quot;leave sth. unfinished&amp;quot;) 
däri|in that,you are right in that respect 
därifrån|from there,I left there this morning 
därigenom|by that means,in that way he managed to reach his goal 
därmed|thus,with that 
därom|about,on that point the learned disagree 
därpå|subsequently,the next day 
därtill|to that,besides 
därutöver|in addition to that 
därvidlag|in that respect 
däst|bloated 
däven|stale,musty 
död|dead,a dead rat 
död|death,hover between life and death 
döda|kill,the president had the guerrilla leader killed 
dödförklara|declare to be dead,official declaration of death 
dödlig|fatal,in all seriousness 
dödlig|mortal,ordinary mortal 
dödlighet|mortality,infant mortality 
död:läge|deadlock,stalemate 
döds-|super-,fantastically beautiful 
döds:attest|death certificate,issue a death certificate 
döds:bevis|death certificate,&amp;quot;The doctor sends the death certificate to the parish office.&amp;quot; 
döds:bo|estate,beneficiary of an estate 
dödsbo:anmälan|informal estate inventory deed,&amp;quot;When a person dies, an estate inventory must normally be drawn up. If the deceased had no assets, an informal estate inventory deed may be drawn up instead. Such informal deeds are submitted to the court by the social services administration.&amp;quot; 
döds:fall|death,there are 1,000 traffic deaths each year 
döds:hjälp|euthanasia 
död:skalle|skull 
döds:runa|obituary 
döds:straff|capital punishment 
döds:trött|dead tired 
dög|did,was adequate 
dök|dived 
dölja|conceal,hide 
döma|judge,she was ordered to pay a number of unit fines 
döma|judge,to all appearances 
döpa|baptise,the ship was christened the Drottningholm 
dö|die,the smile died on her lips 
dörr|door,the cat slipped in through the door 
dörr|door,go door to door 
dörr:knackning|door-to-door selling 
dött|died 
döttrar|daughters 
döv|deaf,deaf children 
döv:stum|deaf-mute 
döv:örat|turn a deaf ear to (&amp;quot;not listen&amp;quot;) 
e|E,the third tone in the scale of C major 
e m|p.m.,the time between 12 noon and evening 
e-| 
e o|temporary (pro tem) staff 
ebb|ebb,flood, high tide 
e-brevlåda| 
ed|curse,oath 
ed|oath,to swear to the truth of (sth.) 
edda|Edda,one of two old Icelandic poems (about gods and heroes) 
eder|your, yours 
EEG|EEG,electroencephalograph: an instrument for measuring and recording the brain&amp;#39;s electrical activity, electroencephalogram (EEG): the graphic record produced by an electroencephalograph. 
effekt|output,power 
effekt|effects,left-luggage office, cloakroom 
effektiv|efficient,effective 
effektivisera|make (more) efficient (effective),streamline 
effektivitet|effectiveness,efficiency 
efter|after, next, following 
efter|after,the party began after I had left 
efter|after,later 
efter|for,long for (sby) 
efter hand|gradually,the responses are gradually coming in 
efterapa|imitate,copy 
efterbliven|backward,mentally retarded 
efterdyning|repercussions,aftermath 
efterforskning|inquiry,investigation 
efterfrågan|demand,there is a greater demand for small houses 
efterfråga|ask for,a sought-after article 
efterföljande|(the) following,the following days seemed an eternity 
efterföljd|imitation (worth following),the example is worthy of imitation 
eftergift|concession,we are prepared to make certain concessions 
eftergiven|yielding,indulgent 
efterhand|gradually, little by little 
efterhand|(to hear sth.) afterwards (at a later time) 
efterhängsen|importunate,insistent 
efterhärmning|imitation 
efterkrigstid|post-war period 
efterkälken|behind,behindhand 
efterlevande|surviving relative,survivor 
efterlevandepension| 
efterlevnad|observance (of the law),failure to observe (obey) the law 
efterlysa|would like to see,make inquiries about 
efterlämna|be survived by,leave 
efterlängtad|eagerly awaited,longed-for 
eftermiddag|afternoon,afternoon coffee 
efternamn|surname,family (last) name 
efterräkning|(unpleasant) consequences,punishment, penalty 
efterrätt|pudding,sweet 
eftersatt|neglected,nursing on this ward has been neglected 
efterskott|in arrears,payment in arrears 
efterskänka|remit (a debt) 
eftersläng|late tackle,an (unfair) attack; a low blow, unsporting behaviour 
eftersläntrare|latecomer,straggler 
eftersläpning|lagging behind,falling behind 
eftersmak|aftertaste,a bitter aftertaste 
eftersnack|post-mortem,follow-up discussion 
eftersom|because, seeing that, since 
eftersom|as, because 
efterspana|trace,search for 
efterspel|consequences,legal consequences 
eftersträva|strive for,aim at 
eftersända|forward,send on 
eftersökt|in demand,(very) popular 
eftertanke|consideration,reflection 
eftertrakta|covet,a sought-after item 
eftertryck|stress,emphasis 
eftertrycklig|emphatic 
efterträdare|successor 
efterträda|succeed,to follow or replace (sby) 
eftertänksam|thoughtful, pensive 
eftervård|aftercare,nursing after a surgical operation 
eftervärld|future generations,posterity 
efteråt|afterwards,he approached her afterwards and thanked her for her lecture 
eftr|successor 
egen|own,she left at her own request 
egen|odd, peculiar, strange, queer 
egen:art|individuality,distinctive character 
egen:avgift|payroll tax [for national social security payments],employer&amp;#39;s contribution 
egendom|property,he owns large country estates 
egendomlig|strange,remarkable 
egenhet|peculiarity, oddity 
egen:händig|in one&amp;#39;s own hand,a personally composed speech of thanks 
egen:mäktig|high-handed,arbitrary 
egen:namn|first (Christian) name,proper noun 
egen:nytta|egoism,self-interest 
egen:sinnig|obstinate,headstrong 
egenskap|characteristic,property 
egenskap|capacity,(do sth.) in one&amp;#39;s capacity as (chairman) 
egentlig|real,actual 
egentligen|actually,really 
egg|edge,knife edge 
egga|urge, incite, spur on; stimulate, encourage 
egnahem|owner-occupied house,home of one&amp;#39;s own 
ego|ego,alter ego (&amp;quot;(sby&amp;#39;s) other self&amp;quot;) 
egocentrisk|self-centred,egocentric 
egoism|egoism 
egoist|egoist,egoistic 
ego:tripp|ego trip,sth. done to satisfy one&amp;#39;s self-image or vanity 
egyptier|Egyptian 
ej|not,we must decide whether or not the question is to be taken up 
ejder|eider,eiderdown 
ek|oak,oak cask 
eka|(flat-bottomed) rowing boat 
eka|echo,the door closed with a slam 
eker|spokes,cycle wheel spoke 
EKG|ECG,also (EKO [US]) 
ekipage|horse and carriage,horse and rider 
ekipering|outfit,outfitters 
eko|echo,the scandal had widespread repercussions 
eko-|eco-,ecosystem 
eko-|eco-,economic 
ekologi|ecology,ecological 
ekonom|economist 
ekonomi|finances,economy 
ekonomi|savings,housekeeping 
ekonomi:biträde|catering assistant,an assistant in large-scale (institutional) kitchens (in old people&amp;#39;s homes etc.). 
ekonomi:klass|economy class 
ekonomisk|financial,economic 
ekonomisk|economical,thrifty 
ekorre|squirrel 
ekorr:hjul|treadmill,I felt that I was on a treadmill at work 
eksem|eczema 
ekumenisk|ecumenical,relating to the whole Christian church 
ekvation|equation,the equation worked out 
ekvator|equator 
el|electricity,electric power 
elak|nasty,evil 
elakartad|malignant,a malignant tumour 
elakhet|nastiness,wickedness 
elaking|nasty person, baddy 
elastisk|elastic,I was given an elastic bandage for my sprained ankle 
eld|fire,conflagration 
eld|fire,open fire 
elda|burn,light a fire 
eldbegängelse:byrå|(funeral and) cremation directors,an undertakers&amp;#39; office whose services include cremation 
eld:dop|baptism of fire, first real test 
eld:farlig|(highly) inflammable,combustible 
eld:fast|ovenproof,ovenproof dishes 
eld:fängd|inflammable,irascible 
eld:givning|firing 
eld:hav|sea of fire,conflagration 
eldning|lighting a fire,heating 
eldorado|eldorado,an eldorado for philatelists 
eld:prov|ordeal by fire 
eld:själ|driving force, real enthusiast 
eld:stad|hearth,fireplace 
elds:våda|fire,conflagration 
elefant|elephant 
elegans|elegance 
elegant|elegant,an elegant suit 
elektricitet|electricity 
elektriker|electrician 
elektrisk|electrical 
elektron|electron,electron bombardment furnace 
elektronik|electronics 
elektronik|electronics 
elektronisk|electronic,electronic equipment 
element|element,be in one&amp;#39;s element 
element|radiator,turn off the radiator! 
element|part,element 
elementär|elementary,elementary knowledge 
elev|pupil,student 
elev:råd|pupils&amp;#39; (students&amp;#39;) council,&amp;quot;The pupils&amp;#39; council is a body for contact between pupils and the school management.&amp;quot; 
elfenben|ivory 
elfte|eleventh,at the eleventh hour (&amp;quot;at the last minute&amp;quot;) 
eliminera|eliminate,eliminate a source of error 
elit|elite,he is one of Sweden&amp;#39;s sporting elite (top-level sportsmen) 
eljest|otherwise 
eller|or,one more or less doesn&amp;#39;t matter 
ellips|ellipse, oval 
el:ljus|electric light,lighted (illuminated) ski (running) track 
el:mätare|electricity meter 
eloge|praise,praise sby 
el:sits|electrically heated seat 
elva|eleven 
elva|eleven 
el:verk|electricity board 
elände|misery,on top of it all, it began to rain 
eländig|rotten,miserable 
EM|European Championship 
emalj|enamel,(dental) enamel 
emancipation|emancipation,emancipation of women 
emballage|packing,wrapping 
embargo|embargo,oil embargo 
embryo|embryo 
emedan|since,because 
emellan|between 
emellan|between,we lived half-way between two towns 
emellanåt|occasionally,sometimes 
emellertid|however,however, the information proved to be false 
emigrant|emigrant 
emigration|emigration 
emigrera|emigrate 
eminent|eminent 
emission|bonds,shares 
emot|opposite,on the other side 
emotionell|emotional 
emotse|await,look forward to 
empirisk|empirical 
en|one,it only happened once 
en|a, an 
en|one,it annoys one to hear that sort of thing 
en|about,there were about five or six of us 
en|juniper,juniper berry 
en face|en face 
ena|one,neither one nor the other 
enahanda|monotonous,humdrum 
en:aktare|one-act play 
ena|agree, unite, unify 
en:armad|one-armed,one-armed bandit (&amp;quot;automatic gaming machine operated by pulling a lever&amp;quot;) 
enastående|exceptional,outstanding 
enbart|only, alone, solely 
enbent|one-legged 
encyklopedi|encyclopedia, encyclopaedia 
enda|only,single 
endast|only 
endera|one (or other) of the two,any day now (&amp;quot;in the next day or two&amp;quot;) 
endräkt|harmony,unity 
energi|energy,in the mornings he felt full of energy and zest 
energi|energy,it takes a great deal of energy to heat our homes 
energi:knippe|live wire,bundle of energy 
energisk|strenuous,energetic 
enfaldig|silly,simple 
enfant terrible|enfant terrible 
enformig|monotonous,dull 
enfärgad|of a single colour 
engagemang|engagement,it was difficult for the female singer to get engagements 
engagemang|commitment,involvement 
engagera|engage,employ 
engagera|absorb,interest 
engagera sig|become involved in,take an active interest in 
engelsk|English,in English 
engelska|English,the language spoken in England (and other countries) 
engelska| 
engels:man|Englishman 
England| 
engångs-|single,disposable 
enhet|unit,the company was made up of a number of small units 
enhet|unit,unit of measurement 
enhetlig|homogeneous,uniform 
enhällig|unanimous,a unanimous decision 
enig|united, unanimous, agreed 
enighet|unity,agreement 
enkel|easy,simple 
enkel|simple,simple habits 
enkel|single,single ticket, (one-way ticket [US]) 
enkelhet|simplicity,plainness 
enkel:riktad|one-way,a one-way street 
enkel:spårig|one-track,single-track 
enklav|enclave 
en:krona|one krona (Swedish crown,SEK) 
enkät|questionnaire,poll 
enl.|according to 
enlighet|in accordance with,accordance 
enligt|according to,according to all estimates 
enmans-|one-man,one-man investigation committee 
enorm|enormous,immense 
en:rum|in private,privately 
ens|even,(she did) not even (&amp;quot;not so much as&amp;quot;) (receive an apology) 
en:sak|one&amp;#39;s (own) business,that is my business (&amp;quot;it concerns no one but me&amp;quot;) 
ensam|lonely,alone 
ensamhet|loneliness, solitude 
ensam:stående|single,single mother 
ense|in agreement,agree (&amp;quot;be in agreement&amp;quot;) about (sth.) 
ensemble|ensemble 
en:sidig|narrow-minded,biased 
en:skild|private,individual 
enslig|solitary,lonely 
ensling|hermit,recluse 
enstaka|occasional,separate 
en:stämmig|unanimous 
enstöring|hermit,recluse 
entlediga|dismiss 
entré|entrance,the west entrance 
entré|admission,admission free 
entreprenad|contract,firm of contractors 
entreprenör|contractor,a person who undertakes contract work 
enträgen|insistent,urgent 
entusiasm|enthusiasm 
entusiastisk|enthusiastic,she became enthusiastic about the proposal 
entydig|unambiguous,clear-cut 
envar|everybody 
enveten|obstinate,stubborn 
environg|environs,in the environs 
envis|obstinate, stubborn, persistent 
envisas|persist,be obstinate 
envishet|obstinacy, stubbornness, persistency 
envålds:härskare|autocrat,dictator 
envälde|autocracy, dictatorship 
enväldig|absolute, autocratic 
enzym|enzyme 
epidemi|epidemic,owing to the heat, there is considerable risk of epidemics 
epik| 
epilepsi|epilepsy,epileptic attack 
epileptiker|epileptic,a sufferer from epilepsy 
epileptisk|epileptic,an epileptic attack 
episk|epic 
episod|incident,episode 
epistel|epistle,he wrote long epistles about me 
epistel|epistle,an extract, usually from the Epistles of the New Testament, read before the sermon in some churches 
epok|epoch,epoch-making 
e-post|e-mail,she is sorting her e-mail 
e-post:adress|e-mail adress,maria@bolaget.se is an e-mail address 
er|you,we didn&amp;#39;t see you 
er|your,is this your hat? 
era|era,a period of time characterized by a distinctive event, etc. 
erbarmlig|wretched, miserable 
erbjudande|offer,I was offered a new job 
erbjuda|offer,the school offers vocational courses 
erbjuda sig|offer (one&amp;#39;s services),he offered to help 
erektion|erection,ability to have an erection 
erfara|be informed,gather 
erfaren|experienced,practised 
erfarenhet|experience,he had ten years&amp;#39; experience of the job 
erforderlig|necessary,requisite 
erfordra|require,seats must be booked 
ergonomi|ergonomics,ergonomic 
erhålla|receive,each winner will receive a lottery ticket 
eriksgata|royal tour of the country,a tour of the country made by a new monarch 
erinran|reminder,the book is a useful reminder of the disaster of fifty years ago 
erinra|object,is there any objection to the proposal? 
erinra|remind,I would like to remind you of my earlier proposal 
erinra sig|recall,remember 
erkännande|acknowledgement,recognition 
erkänna|acknowledge,admit 
erlägga|pay,pay fines 
erotik|sex,eroticism 
ersättare|substitute 
ersätta|compensate,I&amp;#39;ll compensate her for the damage 
ersätta|replace,substitute 
ersättning|compensation,I was paid compensation for the pain I had suffered 
ersättning|substitute,replacement 
ertappa|catch,the boy was caught stealing a radio 
erövra|capture,win 
eskimå|eskimo 
eskort|escort 
espresso|espresso 
ess|ace 
esse|element,be in one&amp;#39;s element 
essens|essence 
essä|essay,short literary composition on a theme or subject 
estetisk|aesthetic, (esthetic [US]) 
estnisk|Estonian 
estrad|platform,rostrum 
etablerad|established,an established writer 
etablera|establish,establish contact with 
etablera sig|establish oneself,set oneself up 
etablissemang|establishment,a facility (in the hotel and restaurant sector) 
etablissemang|Establishment,be a part of the Establishment 
etage:våning|maisonette, (duplex apartment [US]) 
etapp|stage,the final stage of the extension 
etc|etc.,etcetera, and so on 
eter|ether,the programme is on the air in an hour 
eter|ether,ether solution 
eter:medier|broadcasting media 
etik|ethics,a system of moral principles 
etikett|label,the label on the bottle said the contents were dangerous 
etikett|etiquette,question of etiquette 
etisk|ethical 
etnisk|ethnic 
etsa|etch,the incident has become etched into my memory 
ett|a, an 
ett|one 
etta|one,first 
etta|one-room flat (apartment),she wanted to exchange her one-room flat for a larger one 
ettrig|hot-tempered,irascible 
ett:årig|one-year,a one-year course 
etui|case 
europé|European,a person from Europe 
europeisk|European 
ev|possible,any 
evakuera|evacuate,the area has been evacuated because of the earthquake 
evakuering|evacuation 
evangelisk|evangelical 
evangelium|gospel,evangel 
evenemang|event,occasion 
eventualitet|eventuality, contingency 
eventuell|possible,any 
ever:green|evergreen 
evig|eternal, persistent, never-ending, everlasting 
evighet|eternity,he can go on for ever 
evinnerlig|eternal,incessant 
evolution|evolution 
ex|specimen,example 
ex-|ex-,ex-husband 
exakt|exact,she arrived at twelve o&amp;#39;clock precisely 
exalterad|highly-strung,(over-)excited 
examen|degree,examination 
excellens|Excellency,Your Excellency 
excentrisk|eccentric,an eccentric person 
exceptionell|exceptional,the circumstances were exceptional 
exekution|execution,the act of putting to death according to law 
exekution|execution,the enforcement of a judgement 
exekutiv|executive,the house was sold by compulsory auction 
exempel|example,to set an example (act as a warning) to others 
exempel|example,for example 
exempellös|unparalleled,unprecedented 
exempelvis|for example 
exemplar|specimen,example 
exemplarisk|exemplary,there was exemplary orderliness in the school 
exemplifiera|exemplify 
exercis|military drill 
exil|exile,go into exile 
existens|existence,they knew nothing of our existence 
existens:berättigande|raison d&amp;#39;être,justification for existence 
existens:minimum|subsistence level,&amp;quot;A term used by the social services and tax authorities to denote the smallest amount of food or money necessary for oneself and one&amp;#39;s family.&amp;quot; 
existera|exist,the party existed even before the war 
exkl|exclusive of,excluding 
exklusiv|exclusive,select 
exklusive|excluding,exclusive of 
